100 14850
28 38 787
28 39 320
28 40 740
28 41 572
28 42 416
28 43 465
28 44 150
28 45 454
28 46 61
28 47 207
28 48 72
28 49 310
28 50 449
28 51 158
28 52 215
28 53 656
28 54 817
28 55 532
28 56 547
28 57 591
28 58 656
28 59 551
28 60 772
28 61 334
28 62 357
28 63 369
28 64 378
28 65 687
28 66 435
28 67 871
28 68 76
28 69 386
28 70 251
28 71 956
28 72 659
28 73 596
28 74 392
28 75 171
28 76 584
28 77 17
28 78 159
28 79 788
28 80 829
28 81 342
28 82 806
28 83 706
28 84 815
28 85 62
28 86 462
28 87 769
28 88 440
28 89 827
28 90 923
28 91 367
28 92 528
28 93 877
28 94 703
28 95 430
28 96 238
28 97 253
28 98 53
28 99 176
28 100 217
29 30 789
29 31 841
29 32 209
29 33 569
29 34 107
29 35 482
29 36 852
29 37 909
29 38 111
29 39 327
29 40 792
29 41 76
29 42 702
29 43 198
29 44 431
29 45 279
29 46 714
29 47 976
29 48 517
29 49 732
29 50 287
29 51 425
29 52 951
29 53 82
29 54 173
29 55 666
29 56 842
29 57 164
29 58 714
29 59 977
29 60 202
29 61 889
29 62 461
29 63 843
29 64 872
29 65 307
29 66 676
29 67 417
29 68 536
29 69 144
29 70 215
29 71 836
29 72 953
29 73 359
29 74 496
29 75 32
29 76 738
29 77 522
29 78 566
29 79 993
29 80 327
29 81 52
29 82 487
29 83 621
29 84 965
29 85 617
29 86 522
29 87 621
29 88 846
29 89 241
29 90 871
29 91 93
29 92 741
29 93 921
29 94 922
29 95 741
29 96 752
29 97 792
29 98 265
29 99 882
29 100 19
30 31 138
30 32 950
30 33 661
30 34 521
30 35 801
30 36 720
30 37 169
30 38 304
30 39 789
30 40 209
30 41 352
30 42 765
30 43 108
30 44 333
30 45 919
30 46 838
30 47 146
30 48 364
30 49 643
30 50 200
30 51 131
30 52 416
30 53 735
30 54 849
30 55 471
30 56 337
30 57 227
30 58 674
30 59 20
30 60 226
30 61 512
30 62 861
30 63 569
30 64 75
30 65 481
30 66 261
30 67 107
30 68 262
30 69 920
30 70 66
30 71 650
30 72 877
30 73 94
30 74 413
30 75 682
30 76 125
30 77 685
30 78 762
30 79 511
30 80 280
30 81 512
30 82 177
30 83 78
30 84 932
30 85 693
30 86 848
30 87 25
30 88 508
30 89 193
30 90 478
30 91 63
30 92 302
30 93 899
30 94 388
30 95 941
30 96 493
30 97 676
30 98 455
30 99 555
30 100 901
31 32 52
31 33 231
31 34 5
31 35 444
31 36 464
31 37 868
31 38 638
31 39 550
31 40 235
31 41 696
31 42 381
31 43 991
31 44 711
31 45 567
31 46 899
31 47 892
31 48 211
31 49 327
31 50 395
31 51 880
31 52 735
31 53 19
31 54 74
31 55 626
31 56 586
31 57 692
31 58 589
31 59 245
31 60 332
31 61 898
31 62 6
31 63 305
31 64 785
31 65 267
31 66 83
31 67 425
31 68 909
31 69 744
31 70 917
31 71 687
31 72 839
31 73 365
31 74 253
31 75 360
31 76 426
31 77 674
31 78 994
31 79 660
31 80 983
31 81 137
31 82 725
31 83 538
31 84 152
31 85 168
31 86 282
31 87 724
31 88 68
31 89 630
31 90 674
31 91 513
31 92 235
31 93 905
31 94 895
31 95 33
31 96 790
31 97 912
31 98 439
31 99 973
31 100 80
32 33 669
32 34 538
32 35 5
32 36 719
32 37 259
32 38 454
32 39 389
32 40 546
32 41 318
32 42 338
32 43 492
32 44 158
32 45 399
32 46 485
32 47 208
32 48 947
32 49 812
32 50 996
32 51 510
32 52 797
32 53 824
32 54 185
32 55 620
32 56 876
32 57 302
32 58 239
32 59 536
32 60 192
32 61 168
32 62 957
32 63 886
32 64 831
32 65 288
32 66 597
32 67 366
32 68 53
32 69 633
32 70 136
32 71 222
32 72 662
32 73 836
32 74 486
32 75 532
32 76 338
32 77 496
32 78 472
32 79 255
32 80 825
32 81 852
32 82 601
32 83 289
32 84 173
32 85 665
32 86 940
32 87 31
32 88 449
32 89 433
32 90 630
32 91 154
32 92 571
32 93 301
32 94 851
32 95 600
32 96 219
32 97 261
32 98 271
32 99 19
32 100 968
33 34 509
33 35 281
33 36 143
33 37 72
33 38 77
33 39 569
33 40 818
33 41 579
33 42 80
33 43 813
33 44 685
33 45 694
33 46 208
33 47 562
33 48 758
33 49 555
33 50 305
33 51 584
33 52 350
33 53 850
33 54 158
33 55 239
33 56 119
33 57 957
33 58 846
33 59 659
33 60 191
33 61 505
33 62 263
33 63 811
33 64 607
33 65 548
33 66 674
33 67 700
33 68 577
33 69 772
33 70 410
33 71 297
33 72 274
33 73 388
33 74 66
33 75 962
33 76 148
33 77 667
33 78 811
33 79 421
33 80 4
33 81 249
33 82 664
33 83 593
33 84 322
33 85 680
33 86 851
33 87 815
33 88 553
33 89 836
33 90 600
33 91 251
33 92 377
33 93 150
33 94 986
33 95 550
33 96 161
33 97 828
33 98 681
33 99 31
33 100 89
34 35 464
34 36 717
34 37 960
34 38 719
34 39 728
34 40 636
34 41 703
34 42 929
34 43 58
34 44 612
34 45 798
34 46 503
34 47 519
34 48 428
34 49 268
34 50 831
34 51 242
34 52 403
34 53 687
34 54 467
34 55 145
34 56 628
34 57 824
34 58 517
34 59 823
34 60 137
34 61 897
34 62 104
34 63 798
34 64 847
34 65 739
34 66 385
34 67 553
34 68 396
34 69 424
34 70 861
34 71 11
34 72 236
34 73 145
34 74 959
34 75 386
34 76 574
34 77 393
34 78 124
34 79 579
34 80 48
34 81 739
34 82 906
34 83 542
34 84 219
34 85 760
34 86 767
34 87 276
34 88 260
34 89 902
34 90 610
34 91 391
34 92 438
34 93 339
34 94 250
34 95 397
34 96 256
34 97 119
34 98 311
34 99 147
34 100 362
35 36 133
35 37 297
35 38 106
35 39 580
35 40 727
35 41 805
35 42 370
35 43 679
35 44 981
35 45 127
35 46 598
35 47 741
35 48 965
35 49 712
35 50 289
35 51 223
35 52 518
35 53 244
35 54 72
35 55 92
35 56 337
35 57 295
35 58 929
35 59 627
35 60 444
35 61 802
35 62 522
35 63 759
35 64 293
35 65 855
35 66 56
35 67 44
35 68 111
35 69 518
35 70 334
35 71 646
35 72 218
35 73 679
35 74 936
35 75 923
35 76 419
35 77 159
35 78 697
35 79 489
35 80 732
35 81 557
35 82 896
35 83 851
35 84 22
35 85 584
35 86 831
35 87 984
35 88 312
35 89 851
35 90 711
35 91 459
35 92 853
35 93 355
35 94 21
35 95 970
35 96 213
35 97 144
35 98 796
35 99 387
35 100 958
36 37 902
36 38 468
36 39 678
36 40 711
36 41 431
36 42 210
36 43 316
36 44 638
36 45 260
36 46 951
36 47 40
36 48 655
36 49 888
36 50 478
36 51 56
36 52 912
36 53 362
36 54 303
36 55 64
36 56 335
36 57 201
36 58 216
36 59 702
36 60 291
36 61 894
36 62 694
36 63 270
36 64 656
36 65 447
36 66 582
36 67 852
36 68 853
36 69 721
36 70 735
36 71 185
36 72 630
36 73 550
36 74 524
36 75 886
36 76 649
36 77 863
36 78 388
36 79 906
36 80 177
36 81 296
36 82 854
36 83 306
36 84 408
36 85 43
36 86 691
36 87 724
36 88 244
36 89 905
36 90 128
36 91 141
36 92 556
36 93 796
36 94 296
36 95 805
36 96 230
36 97 173
36 98 335
36 99 416
36 100 554
37 38 135
37 39 815
37 40 943
37 41 726
37 42 170
37 43 410
37 44 677
37 45 543
37 46 786
37 47 989
37 48 369
37 49 568
37 50 509
37 51 547
37 52 587
37 53 304
37 54 984
37 55 653
37 56 622
37 57 204
37 58 166
37 59 329
37 60 578
37 61 527
37 62 826
37 63 534
37 64 487
37 65 369
37 66 871
37 67 679
37 68 570
37 69 396
37 70 196
37 71 842
37 72 993
37 73 78
37 74 63
37 75 606
37 76 745
37 77 487
37 78 244
37 79 686
37 80 472
37 81 927
37 82 397
37 83 780
37 84 397
37 85 976
37 86 432
37 87 298
37 88 682
37 89 708
37 90 825
37 91 910
37 92 829
37 93 160
37 94 142
37 95 69
37 96 995
37 97 337
37 98 233
37 99 940
37 100 322
38 39 292
38 40 846
38 41 402
38 42 642
38 43 95
38 44 641
38 45 51
38 46 167
38 47 725
38 48 837
38 49 368
38 50 26
38 51 182
38 52 971
38 53 482
38 54 753
38 55 375
38 56 524
38 57 189
38 58 93
38 59 578
38 60 367
38 61 161
38 62 725
38 63 490
38 64 292
38 65 515
38 66 770
38 67 224
38 68 88
38 69 148
38 70 195
38 71 734
38 72 918
38 73 534
38 74 460
38 75 512
38 76 959
38 77 888
38 78 30
38 79 582
38 80 558
38 81 875
38 82 606
38 83 88
38 84 382
38 85 285
38 86 185
38 87 34
38 88 288
38 89 341
38 90 310
38 91 964
38 92 915
38 93 577
38 94 113
38 95 630
38 96 213
38 97 438
38 98 22
38 99 950
38 100 409
39 40 35
39 41 229
39 42 791
39 43 136
39 44 730
39 45 287
39 46 393
39 47 710
39 48 463
39 49 441
39 50 459
39 51 793
39 52 1000
39 53 555
39 54 228
39 55 922
39 56 522
39 57 741
39 58 59
39 59 644
39 60 224
39 61 54
39 62 344
39 63 234
39 64 856
39 65 858
39 66 771
39 67 235
39 68 358
39 69 726
39 70 263
39 71 307
39 72 38
39 73 979
39 74 112
39 75 113
39 76 937
39 77 226
39 78 130
39 79 229
39 80 326
39 81 521
39 82 836
39 83 314
39 84 490
39 85 980
39 86 13
39 87 23
39 88 231
39 89 982
39 90 139
39 91 400
39 92 761
39 93 311
39 94 523
39 95 728
39 96 897
39 97 838
39 98 181
39 99 77
39 100 748
40 41 622
40 42 737
40 43 36
40 44 295
40 45 513
40 46 923
40 47 355
40 48 553
40 49 645
40 50 442
40 51 492
40 52 229
40 53 406
40 54 272
40 55 286
40 56 43
40 57 754
40 58 684
40 59 259
40 60 153
40 61 987
40 62 537
40 63 258
40 64 326
40 65 332
40 66 637
40 67 444
40 68 806
40 69 947
40 70 207
40 71 850
40 72 34
40 73 214
40 74 778
40 75 988
40 76 649
40 77 418
40 78 27
40 79 257
40 80 430
40 81 180
40 82 379
40 83 114
40 84 126
40 85 248
40 86 401
40 87 266
40 88 314
40 89 515
40 90 308
40 91 343
40 92 731
40 93 349
40 94 98
40 95 807
40 96 748
40 97 636
40 98 147
40 99 69
40 100 888
41 42 96
41 43 275
41 44 55
41 45 596
41 46 776
41 47 615
41 48 699
41 49 645
41 50 796
41 51 807
41 52 104
41 53 874
41 54 729
41 55 316
41 56 353
41 57 178
41 58 216
41 59 939
41 60 199
41 61 907
41 62 667
41 63 781
41 64 130
41 65 113
41 66 178
41 67 243
41 68 528
41 69 308
41 70 5
41 71 843
41 72 928
41 73 655
41 74 210
41 75 887
41 76 582
41 77 766
41 78 343
41 79 311
41 80 842
41 81 531
41 82 263
41 83 222
41 84 74
41 85 642
41 86 461
41 87 957
41 88 106
41 89 745
41 90 492
41 91 678
41 92 423
41 93 381
41 94 381
41 95 826
41 96 614
41 97 148
41 98 98
41 99 971
41 100 795
42 43 742
42 44 488
42 45 845
42 46 990
42 47 820
42 48 230
42 49 626
42 50 715
42 51 830
42 52 718
42 53 751
42 54 233
42 55 259
42 56 952
42 57 813
42 58 234
42 59 945
42 60 805
42 61 337
42 62 911
42 63 392
42 64 276
42 65 488
42 66 664
42 67 249
42 68 591
42 69 997
42 70 931
42 71 389
42 72 250
42 73 859
42 74 869
42 75 238
42 76 399
42 77 598
42 78 863
42 79 298
42 80 113
42 81 151
42 82 125
42 83 25
42 84 470
42 85 654
42 86 827
42 87 483
42 88 512
42 89 694
42 90 542
42 91 449
42 92 459
42 93 815
42 94 946
42 95 887
42 96 783
42 97 318
42 98 41
42 99 977
42 100 999
43 44 673
43 45 359
43 46 93
43 47 290
43 48 63
43 49 903
43 50 435
43 51 318
43 52 879
43 53 797
43 54 209
43 55 832
43 56 199
43 57 877
43 58 545
43 59 932
43 60 562
43 61 722
43 62 562
43 63 106
43 64 561
43 65 845
43 66 270
43 67 387
43 68 79
43 69 31
43 70 202
43 71 243
43 72 195
43 73 62
43 74 981
43 75 71
43 76 63
43 77 312
43 78 219
43 79 390
43 80 317
43 81 942
43 82 429
43 83 92
43 84 788
43 85 679
43 86 877
43 87 375
43 88 587
43 89 423
43 90 533
43 91 204
43 92 849
43 93 155
43 94 557
43 95 415
43 96 687
43 97 884
43 98 979
43 99 815
43 100 148
44 45 625
44 46 510
44 47 901
44 48 223
44 49 626
44 50 634
44 51 41
44 52 203
44 53 349
44 54 429
44 55 237
44 56 933
44 57 919
44 58 766
44 59 830
44 60 759
44 61 41
44 62 826
44 63 745
44 64 208
44 65 610
44 66 88
44 67 151
44 68 714
44 69 503
44 70 230
44 71 632
44 72 922
44 73 288
44 74 601
44 75 239
44 76 366
44 77 829
44 78 189
44 79 20
44 80 586
44 81 24
44 82 260
44 83 904
44 84 958
44 85 169
44 86 89
44 87 34
44 88 801
44 89 661
44 90 448
44 91 910
44 92 549
44 93 54
44 94 786
44 95 963
44 96 34
44 97 671
44 98 261
44 99 404
44 100 188
45 46 284
45 47 50
45 48 470
45 49 695
45 50 577
45 51 612
45 52 417
45 53 406
45 54 384
45 55 819
45 56 876
45 57 544
45 58 937
45 59 137
45 60 426
45 61 20
45 62 609
45 63 268
45 64 500
45 65 389
45 66 882
45 67 927
45 68 975
45 69 246
45 70 528
45 71 689
45 72 63
45 73 115
45 74 233
45 75 57
45 76 359
45 77 125
45 78 159
45 79 187
45 80 154
45 81 15
45 82 163
45 83 942
45 84 376
45 85 270
45 86 672
45 87 184
45 88 763
45 89 437
45 90 434
45 91 496
45 92 136
45 93 911
45 94 649
45 95 737
45 96 869
45 97 743
45 98 189
45 99 110
45 100 932
46 47 265
46 48 916
46 49 669
46 50 95
46 51 580
46 52 312
46 53 432
46 54 178
46 55 213
46 56 926
46 57 514
46 58 427
46 59 466
46 60 347
46 61 974
46 62 406
46 63 287
46 64 714
46 65 271
46 66 989
46 67 682
46 68 978
46 69 521
46 70 327
46 71 979
46 72 409
46 73 972
46 74 891
46 75 488
46 76 79
46 77 356
46 78 955
46 79 350
46 80 310
46 81 66
46 82 127
46 83 636
46 84 316
46 85 297
46 86 788
46 87 962
46 88 526
46 89 608
46 90 546
46 91 211
46 92 321
46 93 545
46 94 63
46 95 115
46 96 175
46 97 268
46 98 878
46 99 775
46 100 422
47 48 349
47 49 61
47 50 402
47 51 150
47 52 150
47 53 831
47 54 825
47 55 940
47 56 480
47 57 483
47 58 573
47 59 445
47 60 419
47 61 240
47 62 566
47 63 42
47 64 516
47 65 884
47 66 715
47 67 40
47 68 748
47 69 284
47 70 992
47 71 169
47 72 944
47 73 170
47 74 739
47 75 357
47 76 571
47 77 770
47 78 289
47 79 9
47 80 70
47 81 164
47 82 184
47 83 273
47 84 154
47 85 471
47 86 537
47 87 49
47 88 746
47 89 222
47 90 334
47 91 692
47 92 475
47 93 531
47 94 733
47 95 679
47 96 905
47 97 923
47 98 642
47 99 689
47 100 917
48 49 931
48 50 130
48 51 863
48 52 913
48 53 815
48 54 474
48 55 206
48 56 773
48 57 20
48 58 876
48 59 371
48 60 727
48 61 227
48 62 160
48 63 320
48 64 567
48 65 107
48 66 981
48 67 575
48 68 874
48 69 142
48 70 359
48 71 68
48 72 180
48 73 114
48 74 579
48 75 805
48 76 235
48 77 130
48 78 738
48 79 835
48 80 801
48 81 291
48 82 521
48 83 268
48 84 649
48 85 350
48 86 961
48 87 304
48 88 675
48 89 999
48 90 267
48 91 534
48 92 317
48 93 608
48 94 990
48 95 973
48 96 676
48 97 552
48 98 94
48 99 579
48 100 36
49 50 479
49 51 706
49 52 228
49 53 686
49 54 117
49 55 621
49 56 390
49 57 229
49 58 496
49 59 831
49 60 982
49 61 790
49 62 684
49 63 642
49 64 139
49 65 799
49 66 396
49 67 170
49 68 879
49 69 279
49 70 94
49 71 267
49 72 913
49 73 789
49 74 429
49 75 165
49 76 56
49 77 473
49 78 134
49 79 392
49 80 9
49 81 857
49 82 735
49 83 759
49 84 466
49 85 346
49 86 685
49 87 458
49 88 794
49 89 562
49 90 776
49 91 573
49 92 772
49 93 974
49 94 946
49 95 546
49 96 120
49 97 467
49 98 836
49 99 400
49 100 796
50 51 790
50 52 707
50 53 765
50 54 312
50 55 47
50 56 580
50 57 2
50 58 532
50 59 650
50 60 696
50 61 967
50 62 707
50 63 416
50 64 678
50 65 229
50 66 720
50 67 717
50 68 978
50 69 764
50 70 768
50 71 864
50 72 492
50 73 447
50 74 991
50 75 150
50 76 429
50 77 866
50 78 749
50 79 207
50 80 821
50 81 277
50 82 563
50 83 617
50 84 256
50 85 724
50 86 928
50 87 945
50 88 713
50 89 646
50 90 505
50 91 606
50 92 597
50 93 491
50 94 404
50 95 245
50 96 340
50 97 157
50 98 566
50 99 559
50 100 172
51 52 293
51 53 454
51 54 718
51 55 930
51 56 762
51 57 562
51 58 817
51 59 999
51 60 813
51 61 451
51 62 27
51 63 766
51 64 755
51 65 325
51 66 372
51 67 174
51 68 187
51 69 348
51 70 294
51 71 250
51 72 73
51 73 221
51 74 439
51 75 713
51 76 214
51 77 723
51 78 328
51 79 20
51 80 912
51 81 223
51 82 836
51 83 458
51 84 876
51 85 384
51 86 658
51 87 143
51 88 657
51 89 550
51 90 174
51 91 39
51 92 174
51 93 545
51 94 388
51 95 354
51 96 117
51 97 871
51 98 869
51 99 910
51 100 273
52 53 550
52 54 855
52 55 375
52 56 83
52 57 65
52 58 954
52 59 434
52 60 962
52 61 174
52 62 103
52 63 283
52 64 190
52 65 548
52 66 714
52 67 42
52 68 422
52 69 481
52 70 174
52 71 949
52 72 97
52 73 163
52 74 128
52 75 448
52 76 317
52 77 237
52 78 206
52 79 531
52 80 974
52 81 631
52 82 126
52 83 929
52 84 183
52 85 900
52 86 342
52 87 39
52 88 308
52 89 563
52 90 655
52 91 666
52 92 141
52 93 163
52 94 461
52 95 959
52 96 17
52 97 40
52 98 562
52 99 148
52 100 920
53 54 57
53 55 707
53 56 932
53 57 877
53 58 745
53 59 286
53 60 640
53 61 185
53 62 626
53 63 847
53 64 510
53 65 264
53 66 672
53 67 365
53 68 712
53 69 191
53 70 159
53 71 426
53 72 960
53 73 205
53 74 383
53 75 753
53 76 831
53 77 736
53 78 982
53 79 746
53 80 143
53 81 744
53 82 839
53 83 953
53 84 13
53 85 434
53 86 816
53 87 652
53 88 442
53 89 620
53 90 785
53 91 959
53 92 544
53 93 303
53 94 702
53 95 132
53 96 770
53 97 255
53 98 705
53 99 9
53 100 754
54 55 654
54 56 475
54 57 726
54 58 620
54 59 62
54 60 332
54 61 160
54 62 866
54 63 307
54 64 816
54 65 756
54 66 196
54 67 54
54 68 725
54 69 664
54 70 891
54 71 110
54 72 855
54 73 358
54 74 594
54 75 775
54 76 911
54 77 160
54 78 604
54 79 770
54 80 344
54 81 335
54 82 54
54 83 542
54 84 81
54 85 686
54 86 567
54 87 4
54 88 388
54 89 818
54 90 266
54 91 992
54 92 357
54 93 492
54 94 224
54 95 996
54 96 740
54 97 740
54 98 745
54 99 954
54 100 119
55 56 672
55 57 52
55 58 168
55 59 657
55 60 125
55 61 269
55 62 622
55 63 890
55 64 608
55 65 783
55 66 266
55 67 323
55 68 183
55 69 373
55 70 47
55 71 790
55 72 227
55 73 679
55 74 752
55 75 829
55 76 230
55 77 911
55 78 939
55 79 549
55 80 67
55 81 874
55 82 520
55 83 720
55 84 403
55 85 683
55 86 784
55 87 82
55 88 159
55 89 781
55 90 910
55 91 98
55 92 207
55 93 112
55 94 268
55 95 632
55 96 722
55 97 557
55 98 48
55 99 299
55 100 856
56 57 1000
56 58 23
56 59 464
56 60 664
56 61 631
56 62 488
56 63 119
56 64 441
56 65 336
56 66 674
56 67 135
56 68 907
56 69 300
56 70 175
56 71 611
56 72 901
56 73 167
56 74 207
56 75 317
56 76 512
56 77 378
56 78 713
56 79 446
56 80 813
56 81 536
56 82 647
56 83 186
56 84 626
56 85 917
56 86 951
56 87 825
56 88 988
56 89 479
56 90 48
56 91 375
56 92 235
56 93 983
56 94 879
56 95 969
56 96 887
56 97 85
56 98 794
56 99 486
56 100 737
57 58 502
57 59 836
57 60 162
57 61 844
57 62 622
57 63 217
57 64 165
57 65 318
57 66 160
57 67 34
57 68 356
57 69 102
57 70 719
57 71 523
57 72 743
57 73 146
57 74 371
57 75 389
57 76 342
57 77 663
57 78 614
57 79 30
57 80 437
57 81 380
57 82 309
57 83 670
57 84 483
57 85 954
57 86 469
57 87 729
57 88 113
57 89 986
57 90 996
57 91 956
57 92 10
57 93 294
57 94 737
57 95 137
57 96 610
57 97 368
57 98 458
57 99 408
57 100 877
58 59 188
58 60 603
58 61 486
58 62 634
58 63 812
58 64 943
58 65 354
58 66 183
58 67 423
58 68 478
58 69 206
58 70 203
58 71 741
58 72 198
58 73 685
58 74 153
58 75 982
58 76 562
58 77 732
58 78 667
58 79 784
58 80 812
58 81 564
58 82 682
58 83 767
58 84 466
58 85 615
58 86 277
58 87 657
58 88 620
58 89 446
58 90 448
58 91 138
58 92 898
58 93 956
58 94 330
58 95 857
58 96 171
58 97 415
58 98 573
58 99 259
58 100 409
59 60 138
59 61 868
59 62 164
59 63 256
59 64 826
59 65 862
59 66 265
59 67 208
59 68 887
59 69 939
59 70 966
59 71 497
59 72 270
59 73 599
59 74 234
59 75 31
59 76 630
59 77 429
59 78 383
59 79 10
59 80 841
59 81 896
59 82 972
59 83 78
59 84 180
59 85 443
59 86 216
59 87 111
59 88 720
59 89 624
59 90 617
59 91 10
59 92 719
59 93 265
59 94 699
59 95 103
59 96 73
59 97 886
59 98 49
59 99 13
59 100 106
60 61 863
60 62 69
60 63 115
60 64 261
60 65 68
60 66 115
60 67 917
60 68 488
60 69 971
60 70 947
60 71 5
60 72 360
60 73 443
60 74 662
60 75 383
60 76 234
60 77 727
60 78 530
60 79 332
60 80 994
60 81 342
60 82 396
60 83 151
60 84 169
60 85 871
60 86 598
60 87 377
60 88 483
60 89 889
60 90 535
60 91 351
60 92 128
60 93 511
60 94 334
60 95 242
60 96 302
60 97 290
60 98 286
60 99 877
60 100 823
61 62 451
61 63 951
61 64 1
61 65 851
61 66 697
61 67 136
61 68 819
61 69 22
61 70 74
61 71 139
61 72 920
61 73 543
61 74 623
61 75 948
61 76 965
61 77 36
61 78 801
61 79 317
61 80 729
61 81 193
61 82 926
61 83 873
61 84 360
61 85 521
61 86 97
61 87 705
61 88 972
61 89 735
61 90 356
61 91 76
61 92 927
61 93 598
61 94 53
61 95 204
61 96 408
61 97 240
61 98 660
61 99 272
61 100 157
62 63 276
62 64 519
62 65 89
62 66 476
62 67 247
62 68 251
62 69 78
62 70 853
62 71 196
62 72 813
62 73 513
62 74 827
62 75 417
62 76 444
62 77 171
62 78 943
62 79 681
62 80 976
62 81 828
62 82 915
62 83 483
62 84 248
62 85 266
62 86 351
62 87 101
62 88 605
62 89 716
62 90 650
62 91 528
62 92 723
62 93 903
62 94 935
62 95 555
62 96 237
62 97 129
62 98 118
62 99 568
62 100 905
63 64 44
63 65 482
63 66 854
63 67 303
63 68 49
63 69 355
63 70 447
63 71 280
63 72 487
63 73 771
63 74 832
63 75 642
63 76 54
63 77 196
63 78 43
63 79 836
63 80 92
63 81 698
63 82 953
63 83 574
63 84 699
63 85 170
63 86 799
63 87 669
63 88 814
63 89 454
63 90 247
63 91 542
63 92 710
63 93 478
63 94 545
63 95 150
63 96 557
63 97 781
63 98 543
63 99 311
63 100 990
64 65 13
64 66 653
64 67 660
64 68 834
64 69 280
64 70 26
64 71 732
64 72 435
64 73 454
64 74 495
64 75 884
64 76 240
64 77 781
64 78 100
64 79 70
64 80 570
64 81 425
64 82 210
64 83 670
64 84 744
64 85 783
64 86 569
64 87 891
64 88 987
64 89 705
64 90 792
64 91 446
64 92 783
64 93 950
64 94 123
64 95 513
64 96 603
64 97 513
64 98 486
64 99 204
64 100 176
65 66 670
65 67 143
65 68 20
65 69 728
65 70 847
65 71 494
65 72 46
65 73 853
65 74 682
65 75 816
65 76 840
65 77 949
65 78 886
65 79 1
65 80 290
65 81 385
65 82 757
65 83 565
65 84 880
65 85 817
65 86 463
65 87 506
65 88 140
65 89 337
65 90 450
65 91 783
65 92 230
65 93 359
65 94 588
65 95 470
65 96 919
65 97 432
65 98 908
65 99 892
65 100 425
66 67 392
66 68 45
66 69 272
66 70 864
66 71 523
66 72 745
66 73 705
66 74 275
66 75 658
66 76 42
66 77 486
66 78 481
66 79 381
66 80 974
66 81 107
66 82 246
66 83 762
66 84 930
66 85 459
66 86 471
66 87 292
66 88 10
66 89 39
66 90 421
66 91 933
66 92 983
66 93 211
66 94 205
66 95 474
66 96 727
66 97 809
66 98 4
66 99 590
66 100 237
67 68 643
67 69 773
67 70 299
67 71 581
67 72 698
67 73 404
67 74 723
67 75 397
67 76 60
67 77 590
67 78 330
67 79 799
67 80 896
67 81 868
67 82 85
67 83 803
67 84 2
67 85 570
67 86 170
67 87 623
67 88 738
67 89 687
67 90 202
67 91 459
67 92 392
67 93 852
67 94 126
67 95 623
67 96 258
67 97 954
67 98 187
67 99 125
67 100 997
68 69 98
68 70 681
68 71 68
68 72 53
68 73 898
68 74 373
68 75 470
68 76 195
68 77 352
68 78 784
68 79 364
68 80 461
68 81 763
68 82 754
68 83 292
68 84 64
68 85 457
68 86 949
68 87 551
68 88 53
68 89 268
68 90 247
68 91 794
68 92 774
68 93 40
68 94 165
68 95 861
68 96 434
68 97 616
68 98 752
68 99 928
68 100 300
69 70 55
69 71 622
69 72 348
69 73 358
69 74 69
69 75 39
69 76 797
69 77 441
69 78 891
69 79 248
69 80 565
69 81 158
69 82 91
69 83 439
69 84 124
69 85 152
69 86 43
69 87 59
69 88 317
69 89 484
69 90 47
69 91 351
69 92 781
69 93 197
69 94 341
69 95 323
69 96 471
69 97 355
69 98 467
69 99 557
69 100 380
70 71 101
70 72 751
70 73 528
70 74 829
70 75 528
70 76 868
70 77 358
70 78 927
70 79 426
70 80 725
70 81 177
70 82 63
70 83 173
70 84 151
70 85 514
70 86 540
70 87 352
70 88 129
70 89 383
70 90 712
70 91 861
70 92 547
70 93 1000
70 94 228
70 95 577
70 96 716
70 97 283
70 98 246
70 99 872
70 100 127
71 72 576
71 73 731
71 74 522
71 75 181
71 76 260
71 77 185
71 78 808
71 79 889
71 80 167
71 81 427
71 82 856
71 83 761
71 84 984
71 85 286
71 86 518
71 87 384
71 88 54
71 89 298
71 90 327
71 91 407
71 92 258
71 93 794
71 94 342
71 95 928
71 96 885
71 97 959
71 98 910
71 99 518
71 100 683
72 73 747
72 74 662
72 75 359
72 76 489
72 77 746
72 78 267
72 79 235
72 80 130
72 81 354
72 82 768
72 83 364
72 84 507
72 85 880
72 86 517
72 87 296
72 88 31
72 89 428
72 90 34
72 91 371
72 92 840
72 93 673
72 94 319
72 95 462
72 96 472
72 97 884
72 98 412
72 99 997
72 100 899
73 74 813
73 75 270
73 76 490
73 77 112
73 78 301
73 79 229
73 80 62
73 81 675
73 82 708
73 83 617
73 84 690
73 85 905
73 86 543
73 87 308
73 88 168
73 89 624
73 90 882
73 91 270
73 92 20
73 93 635
73 94 447
73 95 392
73 96 833
73 97 354
73 98 451
73 99 146
73 100 765
74 75 268
74 76 570
74 77 885
74 78 196
74 79 137
74 80 647
74 81 809
74 82 766
74 83 115
74 84 998
74 85 908
74 86 279
74 87 220
74 88 411
74 89 429
74 90 214
74 91 803
74 92 221
74 93 657
74 94 815
74 95 965
74 96 47
74 97 57
74 98 10
74 99 67
74 100 68
75 76 88
75 77 632
75 78 783
75 79 939
75 80 208
75 81 681
75 82 343
75 83 706
75 84 904
75 85 610
75 86 898
75 87 332
75 88 756
75 89 869
75 90 188
75 91 697
75 92 859
75 93 192
75 94 911
75 95 170
75 96 141
75 97 368
75 98 498
75 99 125
75 100 369
76 77 460
76 78 179
76 79 4
76 80 897
76 81 736
76 82 548
76 83 781
76 84 448
76 85 771
76 86 15
76 87 956
76 88 481
76 89 466
